olympus_id,created_at,created_by,updated_at,updated_by,cusip,isin,sedol,occ_symbol,issuer_olympus_id,ultimate_issuer_olympus_id,description,quote_currency,round_lot,price_factor,minimum_piece,coupon,maturity,ticker,amount_outstanding,market_sector_description,maturity_type,collateral_type,issue_date,first_settle_date,days_to_settle,figi,asset_type,price
469237,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USN57445AB99,BDFB4B7,,1331916,4844361,MINCAP 5.625 08/10/37 REGS,USD,1000,0.01,200000,5.625,8/10/2037,MINCAP,900000000,Corp,SINKABLE,SR SECURED,8/10/2017,8/10/2017,2,BBG00HCC7HG0,Bond,80.36
469392,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,29278GAA6,US29278GAA67,BD3VQ80,,4305040,5189777,ENELIM 3.625 05/25/27 144A,USD,1000,0.01,200000,3.625,5/25/2027,ENELIM,973627000,Corp,AT MATURITY,COMPANY GUARNT,5/25/2017,5/25/2017,2,BBG00GSK9VB9,Bond,64.44
469430,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0564485273,B48V9D8,,5893179,31204,BGGRP 5.125 12/01/25 EMTN,GBP,1000,0.01,50000,5.125,12/1/2025,BGGRP,750000000,Corp,AT MATURITY,COMPANY GUARNT,12/1/2010,12/1/2010,2,BBG0019LFYQ2,Bond,64.74
469841,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2363203089,BL53KC2,,4310639,24240,PRXNA 1.985 07/13/33 REGS,EUR,1000,0.01,100000,1.985,7/13/2033,PRXNA,850000000,Corp,CALLABLE,SR UNSECURED,7/13/2021,7/13/2021,2,BBG011PRBDQ0,Bond,97.19
470223,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,50201DAD5,US50201DAD57,BMWLMK8,,683902,683902,LILAPR 5.125 07/15/29 144A,USD,1000,0.01,200000,5.125,7/15/2029,LILAPR,820000000,Corp,CALLABLE,SR SECURED,3/30/2021,3/30/2021,2,BBG00ZS0GZR7,Bond,60.43
470266,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,IL0069508369,BN76XP7,,4579260,4579260,MZRHIT V3.077 04/07/31,USD,1000,0.01,200000,3.077,4/7/2031,MZRHIT,600000000,Corp,CALLABLE,SUBORDINATED,4/7/2021,4/7/2021,1,BBG00ZSJKR62,Bond,73.04
470316,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2314267449,BNTJ7T6,,39455,39455,TELBSS 0.75 03/23/31 EMTN,EUR,1000,0.01,100000,0.75,3/23/2031,TELBSS,300000000,Corp,CALLABLE,COMPANY GUARNT,3/23/2021,3/23/2021,2,BBG00ZNHCL63,Bond,81.11
470371,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USN7163RAD54,BN2Y9G9,,4310639,24240,PRXNA 4.027 08/03/50 REGS,USD,1000,0.01,200000,4.027,8/3/2050,PRXNA,1000000000,Corp,CALLABLE,SR UNSECURED,8/3/2020,8/3/2020,2,BBG00WBLYJX5,Bond,94.37
470718,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,04916WAA2,US04916WAA27,BN7QKN4,,987284,987284,AY 4.125 06/15/28 144A,USD,1000,0.01,200000,4.125,6/15/2028,AY,400000000,Corp,CALLABLE,COMPANY GUARNT,5/18/2021,5/18/2021,2,BBG0110RHYG6,Bond,98.62
471246,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,268317AE4,US268317AE47,B604V44,,5467514,2763526,EDF 5.6 01/27/40 144A,USD,1000,0.01,2000,5.6,1/27/2040,EDF,850000000,Corp,AT MATURITY,SR UNSECURED,1/26/2010,1/26/2010,2,BBG0000HJGW0,Bond,77.5
471771,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,03512TAB7,US03512TAB70,B63LPX9,,913773,4497334,ANGSJ 6.5 04/15/40,USD,1000,0.01,1000,6.5,4/15/2040,ANGSJ,300000000,Corp,AT MATURITY,COMPANY GUARNT,4/28/2010,4/28/2010,2,BBG00007JLB4,Bond,96.14
471782,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1857084542,BF2T043,,5075165,5799012,AGRFIN 3 07/19/28,GBP,1000,0.01,100000,3,7/19/2028,AGRFIN,300000000,Corp,CALLABLE,COMPANY GUARNT,7/19/2018,7/19/2018,2,BBG00LCXWBC4,Bond,81.34
471936,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,368266AT9,US368266AT98,B8XVFB1,,6948410,1862237,GAZPRU 4.95 02/06/28 144A,USD,1000,0.01,200000,4.95,2/6/2028,GAZPRU,900000000,Corp,AT MATURITY,SR UNSECURED,2/6/2013,2/6/2013,2,BBG0042YWY22,Bond,71.56
471978,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USN7163RAQ67,BNBRK44,,4310639,24240,PRXNA 3.832 02/08/51 REGS,USD,1000,0.01,200000,3.832,2/8/2051,PRXNA,1500000000,Corp,CALLABLE,SR UNSECURED,12/8/2020,12/8/2020,2,BBG00YD4FDP0,Bond,89.7
471999,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,78413HAB5,US78413HAB50,B9MV9Q2,,4635479,4635479,SESGFP 5.3 04/04/43 144A,USD,1000,0.01,2000,5.3,4/4/2043,SESGFP,250000000,Corp,AT MATURITY,COMPANY GUARNT,4/4/2013,4/4/2013,2,BBG004CZ8KY0,Bond,83.88
472317,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2385122630,BMTPP48,,4213884,4213884,NDAFH V1.625 12/09/32 EMTN,GBP,1000,0.01,100000,1.625,12/9/2032,NDAFH,500000000,Corp,CALLABLE,SUBORDINATED,9/9/2021,9/9/2021,2,BBG012D8SVB1,Bond,98.75
472366,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USX10001AB51,BMT96S1,,2732669,2732669,ALVGR V3.2 PERP REGS,USD,200000,0.01,200000,3.2,,ALVGR,1250000000,Corp,PERP/CALL,JR SUBORDINATED,9/7/2021,9/7/2021,2,BBG012CDHL89,Bond,78.14
472538,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,65559D2D0,US65559D2D05,BMBSZH8,,4213884,4213884,NDAFH V3.75 PERP REGS,USD,1000,0.01,200000,3.75,,NDAFH,1000000000,Corp,PERP/CALL,JR SUBORDINATED,9/1/2021,9/1/2021,2,BBG0129C82D1,Bond,77.17
472765,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1721423462,BD5VJ01,,909135,909135,VOD 1.125 11/20/25 EMTN,EUR,1000,0.01,100000,1.125,11/20/2025,VOD,1000000000,Corp,AT MATURITY,SR UNSECURED,11/20/2017,11/20/2017,2,BBG00J7PHGN6,Bond,74.95
473046,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1962515372,BJBT4G2,,6709600,1154028,AALLN 3.375 03/11/29 EMTN,GBP,1000,0.01,100000,3.375,3/11/2029,AALLN,300000000,Corp,CALLABLE,COMPANY GUARNT,3/11/2019,3/11/2019,2,BBG00NJHSP14,Bond,73.29
473080,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0014001GJ0,BNBTKT5,,1427965,1427965,BNP 1.25 07/13/31 EMTN,GBP,100000,0.01,100000,1.25,7/13/2031,BNP,1000000000,Corp,AT MATURITY,SR NON-PREFERRED,1/13/2021,1/13/2021,2,BBG00YS2MN69,Bond,84.02
473240,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,09659W2N3,US09659W2N34,BNK9P46,,1427965,1427965,BNP V1.323 01/13/27 144A,USD,1000,0.01,200000,1.323,1/13/2027,BNP,2249999900,Corp,CALLABLE,SR NON-PREFERRED,1/13/2021,1/13/2021,2,BBG00YS4D8G7,Bond,86.91
474298,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0013066388,BZ6RY96,,29787,2763526,CNPFP V4.5 06/10/47,EUR,100000,0.01,100000,4.5,6/10/2047,CNPFP,750000000,Corp,CALLABLE,SUBORDINATED,12/10/2015,12/10/2015,2,BBG00BL141G5,Bond,75.79
474867,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0914791768,B9GWFV8,,5541743,363965,SCTWID 7 06/16/43,GBP,1000,0.01,100000,7,6/16/2043,SCTWID,650000000,Corp,AT MATURITY,SUBORDINATED,4/16/2013,4/16/2013,2,BBG004F1TWZ2,Bond,75.3
475043,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2010029317,BMH2ZN0,,1550069,3939371,ADRBID 4 11/15/27 REGS,EUR,1000,0.01,100000,4,11/15/2027,ADRBID,550000000,Corp,CALLABLE,SR SECURED,11/30/2020,11/30/2020,2,BBG00Y9Z5N02,Bond,68.14
475085,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1717584913,BFNF697,,5809558,5514392,AOXGR 1.5 11/15/27,EUR,100000,0.01,100000,1.5,11/15/2027,AOXGR,350000000,Corp,CALLABLE,SR UNSECURED,11/15/2017,11/15/2017,2,BBG00J5NY399,Bond,98.11
475396,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0014003B55,BMWPR83,,1841826,1841826,ORAFP V1.375 PERP EMTN,EUR,100000,0.01,100000,1.375,,ORAFP,500000000,Corp,PERP/CALL,JR SUBORDINATED,5/11/2021,5/11/2021,2,BBG010J1SP81,Bond,98.98
475412,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0014005DW1,BMDHT82,,5481737,5186172,BFCM 1 07/16/26 EMTN,GBP,100000,0.01,100000,1,7/16/2026,BFCM,625000000,Corp,AT MATURITY,SR PREFERRED,9/14/2021,9/14/2021,2,BBG012F039J4,Bond,97.51
475462,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2272845798,BMGPSR5,,6171899,6171899,ZIGGO 2.875 01/15/29 REGS,EUR,1000,0.01,100000,2.875,1/15/2029,ZIGGO,700000000,Corp,CALLABLE,SR UNSECURED,12/18/2020,12/18/2020,2,BBG00YG1TGD4,Bond,62.48
475652,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR0014000O87,BMC6K10,,2763685,2763685,UBIFP 0.878 11/24/27,EUR,100000,0.01,100000,0.878,11/24/2027,UBIFP,600000000,Corp,CALLABLE,SR UNSECURED,11/24/2020,11/24/2020,2,BBG00Y777ZM3,Bond,70.52
475842,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS1939253917,BJCZ6R4,,1427965,1427965,BNP 3.375 01/23/26 EMTN,GBP,1000,0.01,100000,3.375,1/23/2026,BNP,1000000000,Corp,AT MATURITY,SR NON-PREFERRED,1/23/2019,1/23/2019,2,BBG00N2T6LK8,Bond,101.65
476007,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,47216FAA5,US47216FAA57,BMB5FL3,,5133883,3741023,JAZZ 4.375 01/15/29 144A,USD,1000,0.01,200000,4.375,1/15/2029,JAZZ,1500000000,Corp,CALLABLE,SR SECURED,4/29/2021,4/29/2021,2,BBG0106X9CY6,Bond,85.45
476155,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2391403354,BPBS9T9,,5175610,5175610,DOMSS 2 09/29/28 EMTN,EUR,1000,0.01,100000,2,9/29/2028,DOMSS,300000000,Corp,CALLABLE,SR UNSECURED,9/29/2021,9/29/2021,2,BBG012NHRYM3,Bond,67.65
476168,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2389984175,BMGCCN0,,305516,6108336,EUROCA 3 10/15/26 REGs,EUR,1000,0.01,100000,3,10/15/2026,EUROCA,500000000,Corp,CALLABLE,SR SECURED,10/7/2021,10/7/2021,2,BBG012NJPTL3,Bond,90.23
476196,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400F620,BQFM6S2,,29787,2763526,CNPFP V5.25 07/18/53 EMTN,EUR,100000,0.01,100000,5.25,7/18/2053,CNPFP,500000000,Corp,CALLABLE,SUBORDINATED,1/18/2023,1/18/2023,2,BBG01C9SN4N2,Bond,93.8
476337,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400FB22,BKS7K68,,2042118,651977,BPCEGP V5.125 01/25/35 EMTN,EUR,100000,0.01,100000,5.125,1/25/2035,BPCEGP,1500000000,Corp,CALLABLE,SUBORDINATED,1/25/2023,1/25/2023,2,BBG01CCNCLJ8,Bond,102.56
476366,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2231188876,BM9C1K7,,4349532,6158842,VMED 3.25 01/31/31 REGS,EUR,1000,0.01,100000,3.25,1/31/2031,VMED,950000000,Corp,CALLABLE,SR SECURED,9/24/2020,9/24/2020,2,BBG00X6ZGSY7,Bond,82.84
476644,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400NDS8,BQHPX55,,2042118,651977,BPCEGP 3.875 01/25/36 EMTN,EUR,100000,0.01,100000,3.875,1/25/2036,BPCEGP,1250000000,Corp,AT MATURITY,SR UNSECURED,1/25/2024,1/25/2024,2,BBG01L0L8X13,Bond,63.56
476646,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2752873005,BQXH281,,2781177,5115027,NESNVX 3.25 01/23/37 emTN,EUR,1000,0.01,1000,3.25,1/23/2037,NESNVX,750000000,Corp,CALLABLE,COMPANY GUARNT,1/23/2024,1/23/2024,2,BBG01L0LH1S4,Bond,63.29
477008,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2034622048,BJMSSN3,,6058680,1971427,ENAPHO 1.698 07/30/26,EUR,1000,0.01,100000,1.698,7/30/2026,ENAPHO,600000000,Corp,CALLABLE,SR UNSECURED,7/30/2019,7/30/2019,2,BBG00PT0ZMP8,Bond,96.26
477038,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USG84228FY98,BRBS4R6,,3636163,3636163,STANLN V6.75 02/08/28 REGS,USD,1000,0.01,200000,6.75,2/8/2028,STANLN,750000000,Corp,CALLABLE,SR UNSECURED,11/8/2023,11/8/2023,2,BBG01JZFQ2V8,Bond,100.7
477129,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2470988523,BMTPXB1,,6213565,2202805,MRWLN 4.75 11/04/27 REGS,EUR,1000,0.01,100000,4.75,11/4/2027,MRWLN,545000000,Corp,CALLABLE,SR SECURED,6/8/2022,6/8/2022,2,BBG017W24CG5,Bond,93.78
477260,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2487667276,BQ74CN3,,1814013,1814013,BACR V2.885 01/31/27 EMTN,EUR,1000,0.01,100000,2.885,1/31/2027,BACR,1000000000,Corp,CALLABLE,SR UNSECURED,5/31/2022,5/31/2022,2,BBG017S5LS42,Bond,98.29
477384,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,IL0066204707,BNRR5X2,,5468474,5468474,HAPOAL V3.255 01/21/32,USD,1000,0.01,200000,3.255,1/21/2032,HAPOAL,1000000000,Corp,CALLABLE,SUBORDINATED,10/21/2021,10/21/2021,3,BBG0130RST26,Bond,83.3
477948,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0128218327,BYVK1Z8,,6382648,3827268,HESLAN F 04/23/41 EMTN,EUR,10000,0.01,10000,4.4642,4/23/2041,HESLAN,52000000,Corp,AT MATURITY,SUBORDINATED,4/23/2001,4/23/2001,2,BBG00003FWG8,Bond,78.16
477998,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS0140516864,3115912,,2777067,4899553,GSK 5.25 12/19/33 EMTN,GBP,1000,0.01,1000,5.25,12/19/2033,GSK,574166000,Corp,AT MATURITY,COMPANY GUARNT,12/19/2001,12/19/2001,2,BBG000069BD7,Bond,77.44
478072,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2737652474,BPRSM61,,10626,10626,AXASA V6.375 PERP EMTN,EUR,1000,0.01,100000,6.375,,AXASA,1500000000,Corp,PERP/CALL,JR SUBORDINATED,1/16/2024,1/16/2024,2,BBG01KXMP9V8,Bond,75.53
478341,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2566291865,BLC80P3,,4542657,4542657,INTRUM 9.25 03/15/28 REGS,EUR,1000,0.01,100000,9.25,3/15/2028,INTRUM,450000000,Corp,CALLABLE,SR UNSECURED,12/14/2022,12/14/2022,2,BBG01BW1WBQ8,Bond,90.96
478452,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,BE6285455497,BZ6D7P1,,3972916,3972916,ABIBB 2 03/17/28 EMTN,EUR,1000,0.01,1000,2,3/17/2028,ABIBB,3000000000,Corp,AT MATURITY,COMPANY GUARNT,3/29/2016,3/29/2016,2,BBG00CGK60M0,Bond,94.4
478956,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2235996217,BMGYC03,,6443620,6386398,NOVNVX 0 09/23/28,EUR,1000,0.01,100000,0,9/23/2028,NOVNVX,1850000000,Corp,CALLABLE,COMPANY GUARNT,9/23/2020,9/23/2020,2,BBG00XDG9M27,Bond,60.65
478983,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2758100296,BNTYZW0,,675233,3939371,ADRBID 10 02/15/29 REGS,EUR,1,0.01,100000,10,2/15/2029,ADRBID,300000000,Corp,CALLABLE,SR UNSECURED,2/5/2024,2/5/2024,3,BBG01L4Z6JS2,Bond,64.16
479053,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2238792175,BMY58Z5,,5173970,3627827,MDT 0.75 10/15/32,EUR,1000,0.01,100000,0.75,10/15/2032,MDT,1000000000,Corp,CALLABLE,COMPANY GUARNT,9/29/2020,9/29/2020,2,BBG00XLVC1T8,Bond,60.83
479131,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2739054489,BQPG4V3,,1814013,1814013,BACR V4.506 01/31/33,EUR,1000,0.01,100000,4.506,1/31/2033,BACR,1000000000,Corp,CALLABLE,SR UNSECURED,1/9/2024,1/9/2024,2,BBG01KVFF973,Bond,67.76
479133,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,DE000A3823H4,BQBB3Q0,,2732669,2732669,ALVGR V4.851 07/26/54,EUR,100000,0.01,100000,4.851,7/26/2054,ALVGR,1000000000,Corp,CALLABLE,SUBORDINATED,1/10/2024,1/10/2024,2,BBG01KVGM3G6,Bond,96.17
479608,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400EFQ6,BPDJM02,,5467514,2763526,EDF V7.5 PERP EMTN,EUR,200000,0.01,200000,7.5,,EDF,1000000000,Corp,PERP/CALL,JR SUBORDINATED,12/6/2022,12/6/2022,2,BBG01BTYHYX9,Bond,65.8
480043,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2623604233,BNBXPX6,,5969009,5601400,PELHOL 9.5 04/01/27 REGS,EUR,1000,0.01,100000,9.5,4/1/2027,PELHOL,400000000,Corp,CALLABLE,SR SECURED,5/19/2023,5/19/2023,2,BBG01GLD3025,Bond,94.61
480156,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400LY92,BQHP5Y8,,6002205,6002205,BNFP 3.706 11/13/29 EMTN,EUR,100000,0.01,100000,3.706,11/13/2029,BNFP,800000000,Corp,CALLABLE,SR UNSECURED,11/13/2023,11/13/2023,2,BBG01K1W9QF9,Bond,83.27
480157,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2719293826,BMGC4Q7,,4232129,4232129,INTDGP 10 11/15/28 REGS,EUR,1000,0.01,100000,10,11/15/2028,INTDGP,425000000,Corp,CALLABLE,SR SECURED,11/16/2023,11/16/2023,2,BBG01K1W9VX8,Bond,67.49
480383,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2620585906,BRS9483,,6160967,3627463,BPLN 4.323 05/12/35 EMTN,EUR,1000,0.01,100000,4.323,5/12/2035,BPLN,750000000,Corp,AT MATURITY,COMPANY GUARNT,5/12/2023,5/12/2023,2,BBG01GL2ZCQ2,Bond,95.35
480432,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2401961078,BNDKHZ1,,6210229,6210229,MLTIVR F 10/30/28 REGS,EUR,1000,0.01,100000,8.137,10/30/2028,MLTIVR,765000000,Corp,CALLABLE,SR SECURED,10/27/2021,10/27/2021,2,BBG0132JVV50,Bond,69.43
480528,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2485268150,BQ7XHN5,,8073,8073,AVLN V6.875 PERP,GBP,1000,0.01,200000,6.875,,AVLN,500000000,Corp,PERP/CALL,JR SUBORDINATED,6/15/2022,6/15/2022,2,BBG017ZZP9Q2,Bond,83.5
480554,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2625137265,BMXS5Z4,,3707074,3707074,SWEDA V5.875 05/24/29 GMTN,GBP,1000,0.01,100000,5.875,5/24/2029,SWEDA,400000000,Corp,CALLABLE,SR NON-PREFERRED,5/24/2023,5/24/2023,2,BBG01GN741Z7,Bond,60.06
480579,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,USF1R15XL274,BKMGBJ1,,1427965,1427965,BNP V4.5 PERP REGS,USD,1000,0.01,200000,4.5,,BNP,1750000000,Corp,PERP/CALL,JR SUBORDINATED,2/25/2020,2/25/2020,2,BBG00RRSMX11,Bond,93.95
480649,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,05565ALQ4,US05565ALQ49,BKMGBL3,,1427965,1427965,BNP V4.5 PERP 144A,USD,1000,0.01,200000,4.5,,BNP,1750000000,Corp,PERP/CALL,JR SUBORDINATED,2/25/2020,2/25/2020,2,BBG00RRSMWY7,Bond,71.37
480692,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2489775580,BPG7PZ9,,4635479,4635479,SESGFP 3.5 01/14/29 EMTN,EUR,1000,0.01,100000,3.5,1/14/2029,SESGFP,750000000,Corp,CALLABLE,COMPANY GUARNT,6/14/2022,6/14/2022,2,BBG017ZTW559,Bond,100.26
480741,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2489772991,BMZ0K08,,6382648,3827268,HESLAN V4.5 09/15/32 EMTN,EUR,100000,0.01,100000,4.5,9/15/2032,HESLAN,550000000,Corp,CALLABLE,SUBORDINATED,6/15/2022,6/15/2022,2,BBG017ZWNZH3,Bond,97.84
481149,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,12674CAA1,US12674CAA18,BNM0KB9,,7111650,5308619,HEXWIN 5.375 10/31/26 144A,USD,1000,0.01,200000,5.375,10/31/2026,HEXWIN,1010000000,Corp,CALLABLE,SR SECURED,11/3/2021,11/3/2021,2,BBG0134WN6G1,Bond,101.69
481161,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,DE000A3T0X22,BN4FBW0,,22337,22337,PBBGR 0.25 10/27/25 EMTN,EUR,100000,0.01,100000,0.25,10/27/2025,PBBGR,601800000,Corp,AT MATURITY,SR PREFERRED,10/27/2021,10/27/2021,2,BBG013344YD7,Bond,72.98
481179,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2624554320,BMWGSC7,,5697224,5224575,OI 6.25 05/15/28 REGS,EUR,1000,0.01,100000,6.25,5/15/2028,OI,600000000,Corp,CALLABLE,SR UNSECURED,5/25/2023,5/25/2023,2,BBG01GM4JQG5,Bond,96.33
481408,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2719998952,BR1YVB7,,653727,3144009,EGBLFN 11 11/30/28 REGs,EUR,1000,0.01,100000,11,11/30/2028,EGBLFN,468000000,Corp,CALLABLE,SR SECURED,11/20/2023,11/20/2023,2,BBG01K1X9X35,Bond,72.19
481445,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,FR001400LZI6,BSCCSY9,,1427965,1427965,BNP V4.75 11/13/32 EMTN,EUR,100000,0.01,100000,4.75,11/13/2032,BNP,1500000000,Corp,CALLABLE,SR NON-PREFERRED,11/13/2023,11/13/2023,2,BBG01K1W6R42,Bond,69.42
481521,2024-01-31 22:38:32.750569+00:00,core-data-loader,2024-01-31 22:38:32.750569+00:00,core-data-loader,,XS2717310945,BLDB891,,2781177,5115027,NESNVX 3.75 11/14/35,EUR,1000,0.01,1000,3.75,11/14/2035,NESNVX,500000000,Corp,CALLABLE,COMPANY GUARNT,11/14/2023,11/14/2023,2,BBG01K26B6V8,Bond,76.33
